ID,Title,Internal Name,Type,Location,Status,Host Editor URL,Public URL,Extracted At
"967132428321022763","#The Opera panoramic city - Saigon river view.","TheO - B 16.09","home","Thủ Đức, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/967132428321022763/details","https://www.airbnb.co.uk/rooms/967132428321022763","2026-05-19T08:42:49.414Z"
"1127840889038070312","1 step down fashion st 2 beds heart of Central","CC 404","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1127840889038070312/details","https://www.airbnb.co.uk/rooms/1127840889038070312","2026-05-19T08:42:49.414Z"
"1239420729074718515","[Minh's Home] Modern and Cozy in the City Central.","MH - 01","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1239420729074718515/details","https://www.airbnb.co.uk/rooms/1239420729074718515","2026-05-19T08:42:49.414Z"
"33985828","[Minh's Home] Modern Urban room in city central","MH - 02","home","Phường 6, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/33985828/details","https://www.airbnb.co.uk/rooms/33985828","2026-05-19T08:42:49.414Z"
"1222766842706606549","Cochinchine Central D1 Cozy Compact Studio","CC - 402","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1222766842706606549/details","https://www.airbnb.co.uk/rooms/1222766842706606549","2026-05-19T08:42:49.414Z"
"874784830445566937","Cochinchine - Cozy and Luxurious Condo.","CC - 401","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/874784830445566937/details","https://www.airbnb.co.uk/rooms/874784830445566937","2026-05-19T08:42:49.414Z"
"835819243002871362","Cochinchine-Flat in bustling downtown area","CC 303 (301 cũ)","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/835819243002871362/details","https://www.airbnb.co.uk/rooms/835819243002871362","2026-05-19T08:42:49.416Z"
"617035429130532997","Comfortable bed room central city #NetflixRuby - Ruby 3","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/617035429130532997/details","https://www.airbnb.co.uk/rooms/617035429130532997","2026-05-19T08:42:49.416Z"
"1376490999583530655","Chic D1 Studio Steps to Bui Vien Nightlife #D1Ruby","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1376490999583530655/details","https://www.airbnb.co.uk/rooms/1376490999583530655","2026-05-19T08:42:49.416Z"
"970899503442907449","Cozy Apartment in city central #D1 #CBD","LL - Coffee 3","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/970899503442907449/details","https://www.airbnb.co.uk/rooms/970899503442907449","2026-05-19T08:42:49.416Z"
"1108153591275283750","Cochinchine-Spectacular CBD view flat #Central","CC 302","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1108153591275283750/details","https://www.airbnb.co.uk/rooms/1108153591275283750","2026-05-19T08:42:49.416Z"
"906741375655824033","Beautiful studio 2 brs balcony central district 1","MH - Lotus","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/906741375655824033/details","https://www.airbnb.co.uk/rooms/906741375655824033","2026-05-19T08:42:49.416Z"
"658512569686225020","Cochinchine - Vibrant Studio in CBD #D1","CC 403","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/658512569686225020/details","https://www.airbnb.co.uk/rooms/658512569686225020","2026-05-19T08:42:49.416Z"
"1355491770580714486","Cochinchine - Spectacular flat in prime location","CC - 301","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1355491770580714486/details","https://www.airbnb.co.uk/rooms/1355491770580714486","2026-05-19T08:42:49.416Z"
"1125771412150136916","Aesthetical and comfy flat #D1 #CBD","LL - C&M2","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1125771412150136916/details","https://www.airbnb.co.uk/rooms/1125771412150136916","2026-05-19T08:42:49.416Z"
"721334527290853201","Cochinchine Delxue flat at the city #Central","CC 402","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/721334527290853201/details","https://www.airbnb.co.uk/rooms/721334527290853201","2026-05-19T08:42:49.416Z"
"38033716","Cochinchine -Deluxe Travel Guru Condo #D1 #Netflix","CC 304","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/38033716/details","https://www.airbnb.co.uk/rooms/38033716","2026-05-19T08:42:49.416Z"
"35171872","[Minh's Home] the comfortable bed in central city","MH - 03","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/35171872/details","https://www.airbnb.co.uk/rooms/35171872","2026-05-19T08:42:49.416Z"
"1148956570061542037","5* luxurious apartment-Saigon river view","TheO - B 15.12A","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1148956570061542037/details","https://www.airbnb.co.uk/rooms/1148956570061542037","2026-05-19T08:42:49.416Z"
"623736874112019841","Amazing view of central city - River view","TheO - B 9.08","home","Thủ Thiêm, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/623736874112019841/details","https://www.airbnb.co.uk/rooms/623736874112019841","2026-05-19T08:42:49.416Z"
"941818794395146358","Cochinchine - cozy and ideal retreat #D1 #Central","CC - 401","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/941818794395146358/details","https://www.airbnb.co.uk/rooms/941818794395146358","2026-05-19T08:42:49.416Z"
"947584081523929277","Comfortable bed local lifestyle party st DeTham D1","23 - Pepper","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/947584081523929277/details","https://www.airbnb.co.uk/rooms/947584081523929277","2026-05-19T08:42:49.416Z"
"33825990","Deluxe condo Queen bed with Bathtub #Central #D1","LL - Milk 2 & Coffee 2","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/33825990/details","https://www.airbnb.co.uk/rooms/33825990","2026-05-19T08:42:49.416Z"
"709238790946621287","Fully furnished big balcony central D1","MH - Kitchen","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/709238790946621287/details","https://www.airbnb.co.uk/rooms/709238790946621287","2026-05-19T08:42:49.416Z"
"971128319108711511","Mujo - Deluxe duplex city centralRuby - Ruby 2","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/971128319108711511/details","https://www.airbnb.co.uk/rooms/971128319108711511","2026-05-19T08:42:49.416Z"
"1025643172367576834","Mujo - Cozy Studio near Ben ThanhRuby - Ruby 3","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1025643172367576834/details","https://www.airbnb.co.uk/rooms/1025643172367576834","2026-05-19T08:42:49.416Z"
"1422216271914476686","Mujo studio central of district 1 #BenThanhRuby -","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1422216271914476686/details","https://www.airbnb.co.uk/rooms/1422216271914476686","2026-05-19T08:42:49.416Z"
"1243977598993622008","MUJO - Heart of D1 #Netflix #CentralRuby - Ruby 5","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1243977598993622008/details","https://www.airbnb.co.uk/rooms/1243977598993622008","2026-05-19T08:42:49.416Z"
"976264991109844916","Heart of city central District 1 Amazing placeRuby - Ruby 5","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/976264991109844916/details","https://www.airbnb.co.uk/rooms/976264991109844916","2026-05-19T08:42:49.416Z"
"30326178","Latte Lounge - Deluxe condo @District1 #BenThanh","LL - Coffee 3 - Milk 3","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/30326178/details","https://www.airbnb.co.uk/rooms/30326178","2026-05-19T08:42:49.416Z"
"617780185772213304","Latte Lounge - Minimalist Haven just off Ben Thanh","LL - Coffee 2","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/617780185772213304/details","https://www.airbnb.co.uk/rooms/617780185772213304","2026-05-19T08:42:49.416Z"
"1009132800895283205","Luxury Flat- river view center of HCM city","23 - Salt","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1009132800895283205/details","https://www.airbnb.co.uk/rooms/1009132800895283205","2026-05-19T08:42:49.416Z"
"1085966232361698602","Latte Lounge - Vibrate stylish studio balconyRuby","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1085966232361698602/details","https://www.airbnb.co.uk/rooms/1085966232361698602","2026-05-19T08:42:49.416Z"
"1536890357047173351","Luxury Apartment","","home","Quận 1, Vietnam","In progress","https://www.airbnb.co.uk/hosting/listings/editor/1536890357047173351/details","https://www.airbnb.co.uk/rooms/1536890357047173351","2026-05-19T08:42:49.416Z"
"33932700","Latte Lounge - Estatic apartment - Local Vibe","LL - Latte 2","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/33932700/details","https://www.airbnb.co.uk/rooms/33932700","2026-05-19T08:42:49.416Z"
"1011814110760557099","Latte Lounge - Stylish & Vibrant near Ben ThanhC 12.02","","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1011814110760557099/details","https://www.airbnb.co.uk/rooms/1011814110760557099","2026-05-19T08:42:49.416Z"
"1068503554643930212","Latte Lounge: Tailored Urban Retreat in D1","LL - Latte 1","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1068503554643930212/details","https://www.airbnb.co.uk/rooms/1068503554643930212","2026-05-19T08:42:49.416Z"
"1011852212780194618","Latte Lounge - Deluxe D1 Retreat above Coffee Shop","LL - Coffee 3","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1011852212780194618/details","https://www.airbnb.co.uk/rooms/1011852212780194618","2026-05-19T08:42:49.416Z"
"1027327396117322855","Latte Lounge - Heart of D1 #Netflix #Central","LL - Milk 3","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1027327396117322855/details","https://www.airbnb.co.uk/rooms/1027327396117322855","2026-05-19T08:42:49.416Z"
"1420854728899157737","Latte Lounge - Boutique Hotel #D1","LL - Coffee 2","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1420854728899157737/details","https://www.airbnb.co.uk/rooms/1420854728899157737","2026-05-19T08:42:49.416Z"
"1027230099688745912","Glamorous Cozy Unit in CBD","LL - Coffee 1","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1027230099688745912/details","https://www.airbnb.co.uk/rooms/1027230099688745912","2026-05-19T08:42:49.416Z"
"721333400928589616","Minh's Home - Deluxe and comfy room","MH - 05","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/721333400928589616/details","https://www.airbnb.co.uk/rooms/721333400928589616","2026-05-19T08:42:49.416Z"
"36806697","IconSaigon- luxurious river view large balcony","TheO - A 21.12A","home","Thành phố Hồ Chí Minh, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/36806697/details","https://www.airbnb.co.uk/rooms/36806697","2026-05-19T08:42:49.416Z"
"35025560","Minh's Home - Deluxe flat with elite balcony oasis","MH - Kitchen","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/35025560/details","https://www.airbnb.co.uk/rooms/35025560","2026-05-19T08:42:49.416Z"
"1129430435619939821","Minh's Home Aesthetic flat in CBD #D1 #Netflix","MH - Lotus","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1129430435619939821/details","https://www.airbnb.co.uk/rooms/1129430435619939821","2026-05-19T08:42:49.416Z"
"1074346693203065393","Golden apartment. Bridge view fantastic place","TheO - B 9.08","home","Quận 2, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1074346693203065393/details","https://www.airbnb.co.uk/rooms/1074346693203065393","2026-05-19T08:42:49.416Z"
"634559839785018333","Luxurious high-class flat river view.","TheO - B 20.12A Main","home","Thủ Thiêm, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/634559839785018333/details","https://www.airbnb.co.uk/rooms/634559839785018333","2026-05-19T08:42:49.416Z"
"1177750027917510947","Modern Oasis in the Bustling City","TheO - A 21.12A","home","Quận 2, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1177750027917510947/details","https://www.airbnb.co.uk/rooms/1177750027917510947","2026-05-19T08:42:49.416Z"
"971128319108711511","Mujo - Deluxe duplex city centralRuby - Ruby 2","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/971128319108711511/details","https://www.airbnb.co.uk/rooms/971128319108711511","2026-05-19T08:42:49.416Z"
"1025643172367576834","Mujo - Cozy Studio near Ben ThanhRuby - Ruby 3","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1025643172367576834/details","https://www.airbnb.co.uk/rooms/1025643172367576834","2026-05-19T08:42:49.416Z"
"1422216271914476686","Mujo studio central of district 1 #BenThanhRuby -","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1422216271914476686/details","https://www.airbnb.co.uk/rooms/1422216271914476686","2026-05-19T08:42:49.416Z"
"1243977598993622008","MUJO - Heart of D1 #Netflix #CentralRuby - Ruby 5","","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1243977598993622008/details","https://www.airbnb.co.uk/rooms/1243977598993622008","2026-05-19T08:42:49.416Z"
"610413483450717080","Stunning and Cozy Expert View in the downtown.","23 - Sugar","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/610413483450717080/details","https://www.airbnb.co.uk/rooms/610413483450717080","2026-05-19T08:42:49.416Z"
"626377907415079569","Street view - Saigon busy life - balcony Studio","23 - Sugar","home","Quận 1, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/626377907415079569/details","https://www.airbnb.co.uk/rooms/626377907415079569","2026-05-19T08:42:49.416Z"
"998079044087243294","Stunning Newly-Decorated flat#Your perfect retreat","TheO - A 21.12A","home","Thủ Thiêm, Vietnam","Listed","https://www.airbnb.co.uk/hosting/listings/editor/998079044087243294/details","https://www.airbnb.co.uk/rooms/998079044087243294","2026-05-19T08:42:49.416Z"
