ID,Title,Internal Name,Type,Location,Status,Host Editor URL,Public URL,Extracted At
"1239420729074718515","[Minh's Home] Modern and Cozy in the City Central.","MH - 01","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1239420729074718515/details","https://www.airbnb.co.uk/rooms/1239420729074718515","2026-05-26T03:33:28.838Z"
"33985828","[Minh's Home] Modern Urban room in city central","MH - 02","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/33985828/details","https://www.airbnb.co.uk/rooms/33985828","2026-05-26T03:33:28.838Z"
"35171872","[Minh's Home] the comfortable bed in central city","MH - 03","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/35171872/details","https://www.airbnb.co.uk/rooms/35171872","2026-05-26T03:33:28.840Z"
"721333400928589616","Minh's Home - Deluxe and comfy room","MH - 05","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/721333400928589616/details","https://www.airbnb.co.uk/rooms/721333400928589616","2026-05-26T03:33:28.840Z"
"35025560","Minh's Home - Deluxe flat with elite balcony oasis","MH - Kitchen","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/35025560/details","https://www.airbnb.co.uk/rooms/35025560","2026-05-26T03:33:28.838Z"
"709238790946621287","Fully furnished big balcony central D1","MH - Kitchen","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/709238790946621287/details","https://www.airbnb.co.uk/rooms/709238790946621287","2026-05-26T03:33:28.840Z"
"906741375655824033","Beautiful studio 2 brs balcony central district 1","MH - Lotus","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/906741375655824033/details","https://www.airbnb.co.uk/rooms/906741375655824033","2026-05-26T03:33:28.840Z"
"1129430435619939821","Minh's Home Aesthetic flat in CBD #D1 #Netflix","MH - Lotus","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1129430435619939821/details","https://www.airbnb.co.uk/rooms/1129430435619939821","2026-05-26T03:33:28.840Z"
"38445696","Saigonese lifestay - Balcony Central of city","MH - Rose","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/38445696/details","https://www.airbnb.co.uk/rooms/38445696","2026-05-26T03:33:28.840Z"
"947584081523929277","Comfortable bed local lifestyle party st DeTham D1","23 - Pepper","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/947584081523929277/details","https://www.airbnb.co.uk/rooms/947584081523929277","2026-05-26T03:33:28.838Z"
"1009132800895283205","Cozy condo - Day Explorer's ideal in city central","23 - Salt","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1009132800895283205/details","https://www.airbnb.co.uk/rooms/1009132800895283205","2026-05-26T03:33:28.838Z"
"626377907415079569","Street view - Saigon busy life - balcony Studio","23 - Sugar","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/626377907415079569/details","https://www.airbnb.co.uk/rooms/626377907415079569","2026-05-26T03:33:28.838Z"
"610413483450717080","Stunning and Cozy Expert View in the downtown.","23 - Sugar","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/610413483450717080/details","https://www.airbnb.co.uk/rooms/610413483450717080","2026-05-26T03:33:28.838Z"
"1027230099688745912","Glamorous Cozy Unit in CBD","LL - Coffee 1","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1027230099688745912/details","https://www.airbnb.co.uk/rooms/1027230099688745912","2026-05-26T03:33:28.840Z"
"617780185772213304","Latte Lounge - Minimalist Haven just off Ben Thanh","LL - Coffee 2","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/617780185772213304/details","https://www.airbnb.co.uk/rooms/617780185772213304","2026-05-26T03:33:28.838Z"
"1068503554643930212","Latte Lounge: Tailored Urban Retreat in D1","LL - Coffee 2","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1068503554643930212/details","https://www.airbnb.co.uk/rooms/1068503554643930212","2026-05-26T03:33:28.838Z"
"1011852212780194618","Latte Lounge - Deluxe D1 Retreat above Coffee Shop","LL - Coffee 3","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1011852212780194618/details","https://www.airbnb.co.uk/rooms/1011852212780194618","2026-05-26T03:33:28.838Z"
"1011814110760557099","Latte Lounge - Stylish & Vibrant near Ben Thanh","LL - Latte 1","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1011814110760557099/details","https://www.airbnb.co.uk/rooms/1011814110760557099","2026-05-26T03:33:28.838Z"
"33932700","Latte Lounge - Estatic apartment - Local Vibe","LL - Latte 1","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/33932700/details","https://www.airbnb.co.uk/rooms/33932700","2026-05-26T03:33:28.840Z"
"33825990","Deluxe condo Queen bed with Bathtub #Central #D1","LL - Milk 2 & Coffee 2","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/33825990/details","https://www.airbnb.co.uk/rooms/33825990","2026-05-26T03:33:28.840Z"
"1027327396117322855","Latte Lounge - Heart of D1 #Netflix #Central","LL - Milk 3","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1027327396117322855/details","https://www.airbnb.co.uk/rooms/1027327396117322855","2026-05-26T03:33:28.840Z"
"1355491770580714486","Cochinchine - Spectacular flat in prime location","CC - 301","home","","Listed","https://www.airbnb.co.uk/hosting/listings/editor/1355491770580714486/details","https://www.airbnb.co.uk/rooms/1355491770580714486","2026-05-26T03:33:28.840Z"
